user,location,tweet,Date,Tweet Coordinates
kumarpvr,भारत,"#ENDCCP
#QUAD

Interesting discussion between @arunp2810 &amp; Capt Jim Fanell on #Malabar2020 &amp; progress to be made fr… https://t.co/mydLFL3USq",2020-11-21 13:01:21,
ajaxgaming3,"Kent, England, United Kingdom",Check out Quads n dat https://t.co/cxUELgyogg #RogueCompany #TwitchAffilate #twitch #twitchstream #quad,2020-11-21 12:45:09,
KashmiriHindu07,India,@ANI Good to see the defence workshop within #Quad in #Malabar at its peak! It will definitely strengthen and norma… https://t.co/eGGorztpzQ,2020-11-21 12:04:01,
imjosh007,Aaryavart ,@R8WingHawk @TibetPeople @WhiteHouse @MFA_China @XHNews @Chinamission2un @China_Amb_India @AlJazeera_World… https://t.co/IPJg2qKFPX,2020-11-21 11:59:47,
CaliXBL,Mars,Just unlocked my Second Gold Sniper ;) #ColdWar #Gold #Quad #FaZeUp https://t.co/p8HmxBvgco,2020-11-21 07:30:15,
DrKapilksharma1,"Jammu, Jammu And Kashmir",#Pakistan Why China wants #CPEC in general &amp; #Gawadar in particular. India has total control  over  Indian Ocean re… https://t.co/UQzUhi5Jz9,2020-11-21 06:31:16,
TheAkashsolanke,"Pune, India",@globaltimesnews #QUAD is the future of indo-pacific,2020-11-21 05:31:48,
saikirankannan,🇸🇬 × 🇮🇳 + 🇮🇩,How the current diplomatic and political climate coupled with China's hard to get strategy is pushing #Pakistan dee… https://t.co/2dWDz6kh7y,2020-11-21 03:28:13,
Pradips88441383,"Ahmadabad City, India","Final Day of #Malabar2020 🇮🇳🇺🇲🇯🇵🇦🇺

The power of #Quad ... Indian Navy's King INS Vikramaditya along with it's MiG-… https://t.co/PKAaZHtWlH",2020-11-21 03:25:50,
chevyy195,,"also, by including two QUAD members, the RCEP gives China more time and maneuverability in the Indo-Pacific. 

basi… https://t.co/hpRMwFT1KL",2020-11-21 02:28:32,
China__Focus,"Beijing, China",The #QUAD is now loosely united by the unsubstantiated idea that #China has hegemonic aspirations across #Asia and… https://t.co/uKYeuvlZHf,2020-11-21 00:00:00,
