user,location,tweet,Date,Tweet Coordinates
IndianPippal,,@WIONews दक्षिण चीन सागर और पूर्वी चीन सागर में चीन के जुझारूपन और बढ़ते प्रभाव का मुकाबला करने के लिए #Quad के सद… https://t.co/AxRA9yIf7Q,2020-11-19 17:52:09,
IndiaNews_itv,Delhi,"7 Months of India-China Tension: QUAD की ताकत से घबराया चीन, सरहद पर सेना की सबसे मजबूत तैयारी #IndiaNews… https://t.co/JdUHRChDUO",2020-11-19 09:16:13,
Goswami92shivam,"Gwalior, India","चतुर्भुज सुरक्षा संवाद (क्यूएसडी, जिसे क्वाड के रूप में भी जाना जाता है) संयुक्त राज्य अमेरिका, जापान, ऑस्ट्रेलिया … https://t.co/WSYY8ey7rp",2020-11-18 07:03:52,
_Abhishek_Only,Mumbai,#चाइना को अब उसी के तरीके का स्वाद मिल रहा है। जैसे वह दक्षिण चीन सागर में मिलिट्री ऑपरेशन कर रहा है अब भारतीय महा… https://t.co/EKyeahjwTq,2020-11-18 07:00:13,
TV9Bharatvarsh,"Noida, India","चीनी तानाशाह कांप रहा है...क्वाड की ताकत भांप रहा है ...देखिए परवाह देश की
#China | #QUAD | #LoC | #PoK | #LAC |… https://t.co/IKyEeFQ4OQ",2020-11-17 17:39:54,
LegendNewsin,India,#QUAD देशों की नौसेनाओं के नेवल एक्सरसाइज मालाबार का दूसरा चरण अरब सागर में शुरू #MalbarPhase2 #NavalExercise… https://t.co/fcDjXbLlRR,2020-11-17 11:48:58,
TV9Bharatvarsh,"Noida, India","मालाबार एक्सरसाइज से चीन की हालात खराब...देखिए फुल &amp; फाइनल
#MalabarWarExercise | #China | #QUAD | #LoC |… https://t.co/Fbbcf15hsn",2020-11-17 11:24:37,
TV9Bharatvarsh,"Noida, India","समंदर में चीन के खिलाफ #QUAD देशों की तैयारी..

@TheSamirAbbas | @GenVishnu | @AchalMalhotra1 | @javedghaffari… https://t.co/rVMCPqyAxt",2020-11-17 07:00:39,
TV9Bharatvarsh,"Noida, India","देखिए देश-दुनिया की हर बड़ी खबर, लोकल To ग्लोबल Top 100 में..

#LocalToGlobal | #America | #QUAD | #Malabar |… https://t.co/bsFAAobaVQ",2020-11-17 03:19:32,
TV9Bharatvarsh,"Noida, India","अरब सागर में मालाबार युद्धाभ्यास का दूसरा फेज आज से शुरू, #QUAD देशों के साथ आने से चीन की बढ़ी चिंता. पढ़िए पूरी ख… https://t.co/GxxwVuSjK4",2020-11-17 03:06:00,
