user,location,tweet,Date,Tweet Coordinates
UdataTir,गुजरात से हु पर गांधी नही,"RT @TV9Bharatvarsh: #Kerala में शादी के लिए धर्म बदलने को लेकर चर्च बना रहा नियम, पादरी करवाएंगे सख्ती से पालन
#MarriageRules

https://t.co…",2020-11-23 02:48:12,
TV9Bharatvarsh,"Noida, India","#Kerala में शादी के लिए धर्म बदलने को लेकर चर्च बना रहा नियम, पादरी करवाएंगे सख्ती से पालन
#MarriageRules

https://t.co/ZjYqBlvypL",2020-11-23 02:46:22,
chickengyoza,Indonesia,@Heraawati Brulee malabar enak ra😭😭😭🔫,2020-11-22 16:06:12,
USAHindiMein,,".@USNavy: ""इस साल 24वां मालाबार अभ्यास हो रहा है, जो 1992 में शुरू हुआ था। यह वार्षिक अभ्यास अमेरिका, भारत, ऑस्ट्रे… https://t.co/v26mt3cKrW",2020-11-22 14:00:12,
Rcverma01568575,,RT @ipkhabar: मालाबार के बाद अब सिंगापुर और थाईलैंड के साथ अंडमान में उतरी भारतीय नौसेना https://t.co/Uk2NAmacPT,2020-11-22 09:13:15,
ipkhabar,"Lucknow, India",मालाबार के बाद अब सिंगापुर और थाईलैंड के साथ अंडमान में उतरी भारतीय नौसेना https://t.co/Uk2NAmacPT,2020-11-22 08:33:26,
AmarUjalaNews,India,"मलाबार वारगेम्स ने दिखाया चारों प्रतिभागी देशों का असाधारण सैन्य कौशल : नौसेना

#MalabarWargames
#IndianNavy 
#QUAD… https://t.co/ahDaSWAwpE",2020-11-22 01:30:00,
RKumar60293728,,"RT @ZeeNews: भारत-अमेरिका के लड़ाकू विमान ने एक साथ दिखाया पराक्रम

#Malabar2020

https://t.co/61C1uat6bL",2020-11-21 17:21:28,
itiispreshanth,الامارات العربية المتحدة,@nishanthragu15 @itisprashanth Malabar beedi,2020-11-21 12:48:20,
frazmor,,RT @indmilitarygasm: Malabar Phase 2 2020 https://t.co/DTXNT7INdL,2020-11-21 08:53:41,
mntnews_in,भारत,"*मालाबार 2020 छूट रहा चीन का पसीना साथ गरजे भारत और अमेरिकी लड़ाकू विमान* 

*Mnt News | Updates* 
रिपोर्ट - *@CHAND… https://t.co/Y80yKW35Qg",2020-11-21 06:10:35,
NayaLook,"Lucknow, India","भारत, अमेरिका, ऑस्ट्रेलिया और जापान की नौसेना ने अरब सागर में मालाबार अभ्यास का दूसरा चरण पूरा किया https://t.co/orbFtztnwd",2020-11-21 03:06:27,
SIDDARTHGUPTA7,,"RT @ZeeNews: भारत-अमेरिका के लड़ाकू विमान ने एक साथ दिखाया पराक्रम

#Malabar2020

https://t.co/61C1uat6bL",2020-11-20 22:38:06,
Don47482883,,"RT @ZeeNews: भारत-अमेरिका के लड़ाकू विमान ने एक साथ दिखाया पराक्रम

#Malabar2020

https://t.co/61C1uat6bL",2020-11-20 19:01:37,
AnujKant1302,,"RT @ZeeNews: भारत-अमेरिका के लड़ाकू विमान ने एक साथ दिखाया पराक्रम

#Malabar2020

https://t.co/61C1uat6bL",2020-11-20 18:57:42,
AjoyGho00056538,,"RT @ZeeNews: भारत-अमेरिका के लड़ाकू विमान ने एक साथ दिखाया पराक्रम

#Malabar2020

https://t.co/61C1uat6bL",2020-11-20 18:44:48,
Vijayac18786770,"Sudhama Nagar, Bengaluru","RT @ZeeNews: भारत-अमेरिका के लड़ाकू विमान ने एक साथ दिखाया पराक्रम

#Malabar2020

https://t.co/61C1uat6bL",2020-11-20 18:24:00,
theutsavpanchal,,"RT @ZeeNews: भारत-अमेरिका के लड़ाकू विमान ने एक साथ दिखाया पराक्रम

#Malabar2020

https://t.co/61C1uat6bL",2020-11-20 18:23:09,
GauthamSingh152,"Hyderabad, India","RT @ZeeNews: भारत-अमेरिका के लड़ाकू विमान ने एक साथ दिखाया पराक्रम

#Malabar2020

https://t.co/61C1uat6bL",2020-11-20 18:22:23,
RakeshO46713342,,"RT @ZeeNews: भारत-अमेरिका के लड़ाकू विमान ने एक साथ दिखाया पराक्रम

#Malabar2020

https://t.co/61C1uat6bL",2020-11-20 18:19:49,
BhimjiHarsh,,"RT @ZeeNews: भारत-अमेरिका के लड़ाकू विमान ने एक साथ दिखाया पराक्रम

#Malabar2020

https://t.co/61C1uat6bL",2020-11-20 18:18:10,
AmitSin42299046,,"RT @ZeeNews: भारत-अमेरिका के लड़ाकू विमान ने एक साथ दिखाया पराक्रम

#Malabar2020

https://t.co/61C1uat6bL",2020-11-20 18:15:36,
ZeeNews,India,"भारत-अमेरिका के लड़ाकू विमान ने एक साथ दिखाया पराक्रम

#Malabar2020

https://t.co/61C1uat6bL",2020-11-20 18:13:58,
azad_sipahi,,एक साथ गरजे भारत और अमेरिकी लड़ाकू विमान https://t.co/AFSaHsRRgT,2020-11-20 17:51:54,
DailyUttamHindu,"Jalandhar, Punjab","*समुद्र में गरजे India-US के लड़ाकू विमान, मालाबार युद्धाभ्यास में 4 देशों की सेना ने दिखाया दम* 
#IndianArmy #USA 
https://t.co/hZfrPFNYIY",2020-11-20 15:11:04,
sanjaykharwar,India,RT @indiannavyinfo: Malabar Phase 2 2020 https://t.co/DTXNT7INdL,2020-11-20 14:54:01,
SyeedMuhammad1,,"I have seen the restaurant names as Delhi Durbar, Mumbai Chaats, Mangalore Restaurant, Karachi Durbar, Dhaka Darbar… https://t.co/7toDxiBK5w",2020-11-20 13:09:13,
IamArijitRoy,"Asansol, West Bengal, India","RT @HindiNews18: इस युद्धाभ्यास में अमेरिका, जापान और ऑस्ट्रेलिया के साथ भारतीय नौसेना भी हिस्सा ले रही है.
https://t.co/6MmuYn3X0g",2020-11-20 12:54:49,
HindiNews18,Noida,"इस युद्धाभ्यास में अमेरिका, जापान और ऑस्ट्रेलिया के साथ भारतीय नौसेना भी हिस्सा ले रही है.
https://t.co/6MmuYn3X0g",2020-11-20 12:50:20,
108srikrisha,,"RT @Jansatta: Malabar Neval Exercise से इंडिया को क्या हुआ हासिल? क्या कहते हैं डिफेंस एक्सपर्ट्स?
#MalabarExercise #ArebianSea #INSVikrama…",2020-11-20 12:24:32,
Jansatta,New Delhi,"Malabar Neval Exercise से इंडिया को क्या हुआ हासिल? क्या कहते हैं डिफेंस एक्सपर्ट्स?
#MalabarExercise #ArebianSea… https://t.co/W3aB4R6cfU",2020-11-20 12:23:43,
Epaperindia2,,"मालाबार 2020: यूं ही नहीं छूट रहा चीन का पसीना, देखिए किस तरह साथ गरजे भारत और अमेरिकी लड़ाकू विमान https://t.co/FzSph5rVg4",2020-11-20 10:28:48,
saffronhindoo,India,"RT @AlphaWo40963407: INS Vikramaditya . . . 

Malabar 2020 https://t.co/NzrDnTFkLD",2020-11-20 09:47:23,
LokmatNewsHindi,"Kaushambi, Ghaziabad","मालाबार युद्धाभ्यास में चार देशों की सेना ने चीन को समुद्र में दिखाया दम, एक साथ गरजे भारत व अमेरिका के लड़ाकू विमा… https://t.co/Uqtd69EgbL",2020-11-20 09:39:58,
kcbehera_17,"गुजरात, भारत","RT @AlphaWo40963407: INS Vikramaditya . . . 

Malabar 2020 https://t.co/NzrDnTFkLD",2020-11-20 09:19:26,
Sanjuna82051037,,"RT @AlphaWo40963407: INS Vikramaditya . . . 

Malabar 2020 https://t.co/NzrDnTFkLD",2020-11-20 09:17:16,
Kaala_Nag,கருநாகம்ಕಪ್ಪು ನಾಗರಹಾವುकाला नाग,"RT @AlphaWo40963407: INS Vikramaditya . . . 

Malabar 2020 https://t.co/NzrDnTFkLD",2020-11-20 09:08:58,
AlphaWo40963407,India,"INS Vikramaditya . . . 

Malabar 2020 https://t.co/NzrDnTFkLD",2020-11-20 09:08:43,
amitanandal88,"New Delhi, India","RT @Live_Hindustan: अरब सागर और हिंद महासागर में भारत, अमेरिका, #Japan और #Australia के बीच हुए #Malabar युद्धअभ्यास ने #China की टेंशन ब…",2020-11-20 07:16:36,
DainikSwadesh,India,मालाबार युद्धाभ्यास में किस तरह साथ गरजे भारत और अमेरिकी लड़ाकू विमान #India #America #FighterAircraft… https://t.co/QLPT2BCe0o,2020-11-20 07:02:18,
Basant50457197,Jharkhand ranchi ,"RT @Live_Hindustan: अरब सागर और हिंद महासागर में भारत, अमेरिका, #Japan और #Australia के बीच हुए #Malabar युद्धअभ्यास ने #China की टेंशन ब…",2020-11-20 06:40:23,
bhn_news,"Uttar Pradesh, India","मालाबार युद्धाभ्यास 2020: एक साथ गरजे भारत व अमेरिका के लड़ाकू विमान, देखें वीडियो https://t.co/AmpVkMfwhv",2020-11-20 05:59:10,
PunjabKesariCom,"New Delhi, India","चीन के साथ तनाव के बीच मालाबार में एक साथ गरजे भारत और अमेरिकी लड़ाकू विमान, किया नौसैनिक युद्धाभ्यास

#america… https://t.co/FKuLidVXGA",2020-11-20 05:53:17,
Samarji88407446,"सहरसा, भारत","RT @Live_Hindustan: अरब सागर और हिंद महासागर में भारत, अमेरिका, #Japan और #Australia के बीच हुए #Malabar युद्धअभ्यास ने #China की टेंशन ब…",2020-11-20 05:49:13,
Live_Hindustan,New Delhi,"अरब सागर और हिंद महासागर में भारत, अमेरिका, #Japan और #Australia के बीच हुए #Malabar युद्धअभ्यास ने #China की टेंशन… https://t.co/ig9Ajl3c9t",2020-11-20 05:33:21,
TimesNowHindi,"New Delhi, India","#Malabar2020  के दूसरे चरण के अभ्यास के अंतिम दिन इस सैन्यअभ्यास का एक वीडियो सामने आया है..

https://t.co/uBGcvPQOpg",2020-11-20 05:07:21,
AmarUjalaNews,India,"मालाबार 2020 युद्धाभ्यास: आईएनएस विक्रमादित्य से MiG-29Ks और F-18s ने भरी हुंकार, देखें वीडियो
#Malabar2020… https://t.co/8iWzJIIw2J",2020-11-20 05:00:00,
indmilitarygasm,"New Delhi, India",Malabar Phase 2 2020 https://t.co/DTXNT7INdL,2020-11-20 04:51:11,
jpdhar13,Akhand Bharat,"RT @ZeeNews: यह अभ्यास एक-दूसरे के संचार मॉडल को समझने में भी मददगार है.

#MalabarExercise @indiannavy 

https://t.co/sfgij3jMBw",2020-11-20 02:04:03,
NamoTube,www.namonamo.in,Malabar Exercise with India : मालाबार नौसैनिक युद्धाभ्यास में अब ऑस्ट्रेलिया भी होगा शामिल https://t.co/ao8nUk5nFy https://t.co/d2Kx8LnSV8,2020-11-19 23:27:04,
AnajanaOm,,"RT @aajtak: अरब सागर में मालाबार सैन्य अभ्यास का दूसरा चरण शुरु 
#Vishesh पूरा शो-https://t.co/X8Hzfuf59X
@chitraaum https://t.co/JZerNGjjal",2020-11-19 17:56:43,
sandeep_mohan92,New Delhi,"RT @ZeeNews: यह अभ्यास एक-दूसरे के संचार मॉडल को समझने में भी मददगार है.

#MalabarExercise @indiannavy 

https://t.co/sfgij3jMBw",2020-11-19 17:26:12,
SIDDARTHGUPTA7,,"RT @ZeeNews: यह अभ्यास एक-दूसरे के संचार मॉडल को समझने में भी मददगार है.

#MalabarExercise @indiannavy 

https://t.co/sfgij3jMBw",2020-11-19 17:19:03,
AbhinavSharmaO7,🇮🇳,"RT @ZeeNews: यह अभ्यास एक-दूसरे के संचार मॉडल को समझने में भी मददगार है.

#MalabarExercise @indiannavy 

https://t.co/sfgij3jMBw",2020-11-19 16:55:23,
hari_singh_go,,"RT @ZeeNews: यह अभ्यास एक-दूसरे के संचार मॉडल को समझने में भी मददगार है.

#MalabarExercise @indiannavy 

https://t.co/sfgij3jMBw",2020-11-19 16:44:01,
TejpalRawat14,"New Delhi, India","RT @ZeeNews: यह अभ्यास एक-दूसरे के संचार मॉडल को समझने में भी मददगार है.

#MalabarExercise @indiannavy 

https://t.co/sfgij3jMBw",2020-11-19 16:41:28,
ManishSingh8518,"मध्य प्रदेश, भारत","RT @ZeeNews: यह अभ्यास एक-दूसरे के संचार मॉडल को समझने में भी मददगार है.

#MalabarExercise @indiannavy 

https://t.co/sfgij3jMBw",2020-11-19 16:34:36,
ZeeNews,India,"यह अभ्यास एक-दूसरे के संचार मॉडल को समझने में भी मददगार है.

#MalabarExercise @indiannavy 

https://t.co/sfgij3jMBw",2020-11-19 16:33:05,
pune_pro,Pune,"Malabar 2020 Phase 2
#BridgesofFriendship 
@SpokespersonMoD 
@PIBMumbai https://t.co/OR8khlqZn5",2020-11-19 12:37:08,
lobzang_takpa,,"RT @ABPNews: उत्तरी अरब सागर में मंगलवार से चार दिनों के लिए भारत, अमेरिका, जापान और आस्ट्रेलिया की नौसेनाएं युद्धाभ्यास करेंगी. पहले चरण…",2020-11-19 11:53:39,
lobzang_takpa,,"RT @ABPNews: आज से मालाबार-फेज़ 2 में एयरक्राफ्ट कैरियर्स करेंगे एक्सरसाइज, लड़ाकू विमान और दूसरे युद्धपोत भी करेंगे शिरकत

@neeraj_rajput…",2020-11-19 11:53:21,
PunjabKesariCom,"New Delhi, India","हिंद महासागर क्षेत्र  के मालाबार में अमेरिकी, भारतीय विमानों ने किया नौसैनिक युद्धाभ्यास
#indiannavy… https://t.co/jNybL7BVGm",2020-11-19 09:22:00,
navjivanindia,"New Delhi, India","#IndianOcean  क्षेत्र में चल रहे #MalabarNavalExercise में भारतीय नौसेना के लड़ाकू विमानों, अन्य विमानों और आईएनएस… https://t.co/novqIxXBof",2020-11-19 08:35:28,
BholaSi90596150,,"RT @Madhurendra13: #Malabar 
यानी महावॉर के लिए हिन्द है तैयार.
अरेबियन सी में देखिये क्वाड की ये तैयारी,
जो पड़ेगी चीन पे भारी.
समंदर में…",2020-11-19 05:21:01,
Madhurendra13,New delhi,"#Malabar 
यानी महावॉर के लिए हिन्द है तैयार.
अरेबियन सी में देखिये क्वाड की ये तैयारी,
जो पड़ेगी चीन पे भारी.
समंदर… https://t.co/r0BreV7mfr",2020-11-19 04:36:10,
sumanta_YB,"Mayurbhanj,odisha.","RT @AmarUjalaNews: मालाबार नौसैन्य अभ्यास 2020: सागर की लहरों से टकराकर दुश्मन को संदेश दे रहे ये पोत, देखें PICS
#Malabar2020 @indiannavy…",2020-11-18 17:55:02,
mahesh_mishraji,India,"RT @AmarUjalaNews: मालाबार नौसैन्य अभ्यास 2020: सागर की लहरों से टकराकर दुश्मन को संदेश दे रहे ये पोत, देखें PICS
#Malabar2020 @indiannavy…",2020-11-18 17:50:01,
KiranJat15,,"RT @AmarUjalaNews: मालाबार नौसैन्य अभ्यास 2020: सागर की लहरों से टकराकर दुश्मन को संदेश दे रहे ये पोत, देखें PICS
#Malabar2020 @indiannavy…",2020-11-18 17:40:39,
vidyasa81830638,,"RT @AmarUjalaNews: मालाबार नौसैन्य अभ्यास 2020: सागर की लहरों से टकराकर दुश्मन को संदेश दे रहे ये पोत, देखें PICS
#Malabar2020 @indiannavy…",2020-11-18 17:38:20,
AmarUjalaNews,India,"मालाबार नौसैन्य अभ्यास 2020: सागर की लहरों से टकराकर दुश्मन को संदेश दे रहे ये पोत, देखें PICS
#Malabar2020… https://t.co/em8OHvrKO3",2020-11-18 17:37:53,
AnjaliDikshit4,Mumbai india ,RT @iamindian64: INS VIKRAMADITYA MALABAR 2020 https://t.co/HjFMkJndmR,2020-11-18 16:03:30,
iamindian64,india ,INS VIKRAMADITYA MALABAR 2020 https://t.co/HjFMkJndmR,2020-11-18 15:55:50,
vipinsinghmehta,Uttrakhand,"RT @TheLallantop: उत्तरी अरब सागर. यहां इन दिनों चार देशों भारत, अमेरिका, ऑस्ट्रेलिया और जापान की नौसेना के जहाज तैरते नज़र आ रहे हैं. माला…",2020-11-18 14:29:51,
raviprakash366,"Hyderabad, India","RT @TheLallantop: उत्तरी अरब सागर. यहां इन दिनों चार देशों भारत, अमेरिका, ऑस्ट्रेलिया और जापान की नौसेना के जहाज तैरते नज़र आ रहे हैं. माला…",2020-11-18 14:28:53,
Pradeep232106,"Varanasi,Uttar Pradesh, India","RT @TheLallantop: उत्तरी अरब सागर. यहां इन दिनों चार देशों भारत, अमेरिका, ऑस्ट्रेलिया और जापान की नौसेना के जहाज तैरते नज़र आ रहे हैं. माला…",2020-11-18 14:28:31,
TheLallantop,India,"उत्तरी अरब सागर. यहां इन दिनों चार देशों भारत, अमेरिका, ऑस्ट्रेलिया और जापान की नौसेना के जहाज तैरते नज़र आ रहे हैं… https://t.co/PJeVuRM47E",2020-11-18 14:26:06,
OneindiaVideos,Bangalore,"Malabar Exercise: चीन को चेतावनी,  हिन्द महासागर में उतरी चार देशों की नौसेना

https://t.co/6pXomwKOqm

#MalabarExercise #Nationalnews",2020-11-18 14:13:50,
oneindiaHindi,Bangalore,"Malabar Exercise: चीन को चेतावनी,  हिन्द महासागर में उतरी चार देशों की नौसेना

https://t.co/Eu2iOqypBp

#MalabarExercise #Nationalnews",2020-11-18 14:13:40,
KailashsharmaK5,"Sardarshahar, India","RT @aajtak: नौसेना अभ्यास में भारत के अलावा अमेरिका, जापान और ऑस्ट्रेलिया हिस्सा ले रहे हैं
#Video  
https://t.co/Le5TwDknhE",2020-11-18 13:50:06,
sandipanguru1om,,"@kumarnandaj 🌞 #JanamTV
It's PriyaDarshanam🌞
.Samskrit, fast news &amp; debates✔
.Vazhvemayam &amp; Kadhakali
.Nattuvarambu… https://t.co/MRvwTQL09w",2020-11-18 12:59:08,
NJAANAARAA1,Valhalla,@Shihab_T_Asharf @_afivocals_ Ellavareyum Allallo Kammi Kunje Paranjat Malabar Lahalaye Base Cheyth paranjat Alle Stalin Kunje,2020-11-18 08:45:32,
SushobhanBhatt,"Nandakumar, India","RT @aajtak: अरब सागर में मालाबार सैन्य अभ्यास का दूसरा चरण शुरु 
#Vishesh पूरा शो-https://t.co/X8Hzfuf59X
@chitraaum https://t.co/JZerNGjjal",2020-11-18 08:01:28,
keyurbjp,,"RT @aajtak: इस युद्धाभ्यास में देश में ही बनी पनडुब्बियां खंडेरी और पी 8 आई भी अपनी क्षमता का परिचय देंगी
#Malabar2020 #Video 
https://t.co…",2020-11-18 07:33:05,
jaswant96720,"Rajasthan, India","RT @aajtak: इस युद्धाभ्यास में देश में ही बनी पनडुब्बियां खंडेरी और पी 8 आई भी अपनी क्षमता का परिचय देंगी
#Malabar2020 #Video 
https://t.co…",2020-11-18 07:30:56,
muslimsof_india,,"RT @aajtak: इस युद्धाभ्यास में देश में ही बनी पनडुब्बियां खंडेरी और पी 8 आई भी अपनी क्षमता का परिचय देंगी
#Malabar2020 #Video 
https://t.co…",2020-11-18 07:29:18,
aajtak,India,"इस युद्धाभ्यास में देश में ही बनी पनडुब्बियां खंडेरी और पी 8 आई भी अपनी क्षमता का परिचय देंगी
#Malabar2020 #Video 
https://t.co/t9ZjbPwkzZ",2020-11-18 07:28:35,
Shubham18947954,,"RT @aajtak: भारत, अमेरिका, जापान और ऑस्ट्रेलिया की नौसेना का हिंद महासागर में युद्धाभ्यास का दूसरा चरण शुरू हो गया है
https://t.co/yyIGltXN…",2020-11-18 07:04:38,
tnworldofficial,India,"QUAD के मालाबार युद्धाभ्यास का दूसरा चरण शुरू, पहले चरण से घबरा गया था चीन और अब पाकिस्तान की बारी https://t.co/VLTxEFi1bz",2020-11-18 06:53:40,
KunalRana_,Aligarh UP,#चाइना ने बहुत शक्ति प्रदर्शन कर लिया अब दूसरे की बारी कि वह #चाइना को दिखाएं कि दुनिया के पास भी ताकत है कि वह… https://t.co/pGj2L3u5kM,2020-11-18 06:48:00,
Jansatta,New Delhi,"मालाबार युद्धाभ्यास का दूसरा चरण शुरू, INS विक्रमादित्‍य और US का USS Nimitz करेंगे अभ्यास

https://t.co/whhZe4RIrn https://t.co/2GdawD6fF8",2020-11-18 06:34:22,
saurabh49,"New Delhi, India","RT @aajtak: अरब सागर में मालाबार सैन्य अभ्यास का दूसरा चरण शुरु 
#Vishesh पूरा शो-https://t.co/X8Hzfuf59X
@chitraaum https://t.co/JZerNGjjal",2020-11-18 05:49:33,
Lokaantar,"Lalitpur, Nepal","हिन्द महासागरमा मालाबार सैन्य अभ्यास शुरू, चीन सतर्क https://t.co/sSkrE74VtK",2020-11-18 05:07:01,
HappaNarinder,"Jammu,J&K (India)","RT @ABPNews: चीन की हवा निकालने वाला युद्धाभ्यास, #Malabar युद्धाभ्यास का दूसरा चरण जारी

@akhileshanandd 

https://t.co/BKax0ZFSkU

#China…",2020-11-18 04:51:36,
gmkrishna,hyderabad India,"RT @ABPNews: चीन की हवा निकालने वाला युद्धाभ्यास, #Malabar युद्धाभ्यास का दूसरा चरण जारी

@akhileshanandd 

https://t.co/BKax0ZFSkU

#China…",2020-11-18 04:06:40,
asrampurnaikin,India,"RT @ABPNews: चीन की हवा निकालने वाला युद्धाभ्यास, #Malabar युद्धाभ्यास का दूसरा चरण जारी

@akhileshanandd 

https://t.co/BKax0ZFSkU

#China…",2020-11-18 04:04:49,
ABPNews,India,"चीन की हवा निकालने वाला युद्धाभ्यास, #Malabar युद्धाभ्यास का दूसरा चरण जारी

@akhileshanandd… https://t.co/4CtyMP4CyZ",2020-11-18 04:00:00,
babblu_gumtala,India,"RT @aajtak: अरब सागर में मालाबार सैन्य अभ्यास का दूसरा चरण शुरु 
#Vishesh पूरा शो-https://t.co/X8Hzfuf59X
@chitraaum https://t.co/JZerNGjjal",2020-11-18 03:27:14,
abpbihar,"Patna, Bihar","चीन की हवा निकालने वाला युद्धाभ्यास, #Malabar युद्धाभ्यास का दूसरा चरण जारी

@akhileshanandd… https://t.co/rd8FLJfkm5",2020-11-18 02:00:01,
Ashu_real01,"Varanasi, India","RT @NavbharatTimes: पूर्वी लद्दाख में चीन से तनाव के बीच अरब सागर में शुरू हुआ मालाबार नौसैनिक युद्धाभ्यास का दूसरा चरण, दुनिया का सबसे ब…",2020-11-18 01:56:25,
UdaipurKiran,udaipur,पूर्वी लद्दाख में चीन से तनाव के बीच अरब सागर में शुरू हुआ मालाबार नौसैनिक युद्धाभ्यास का दूसरा चरण https://t.co/sSBwPhqV20,2020-11-18 01:46:24,
VkMalik14771844,,"RT @aajtak: अरब सागर में मालाबार सैन्य अभ्यास का दूसरा चरण शुरु 
#Vishesh पूरा शो-https://t.co/X8Hzfuf59X
@chitraaum https://t.co/JZerNGjjal",2020-11-17 21:54:48,
KundanP89886347,"Patna, India","RT @aajtak: अरब सागर में मालाबार सैन्य अभ्यास का दूसरा चरण शुरु 
#Vishesh पूरा शो-https://t.co/X8Hzfuf59X
@chitraaum https://t.co/JZerNGjjal",2020-11-17 19:07:52,
DeviRaval7,,"RT @aajtak: अरब सागर में मालाबार सैन्य अभ्यास का दूसरा चरण शुरु 
#Vishesh पूरा शो-https://t.co/X8Hzfuf59X
@chitraaum https://t.co/JZerNGjjal",2020-11-17 18:23:50,
AviJosh14235433,"Jalandhar, India","RT @aajtak: अरब सागर में मालाबार सैन्य अभ्यास का दूसरा चरण शुरु 
#Vishesh पूरा शो-https://t.co/X8Hzfuf59X
@chitraaum https://t.co/JZerNGjjal",2020-11-17 18:15:58,
AviJosh14235433,"Jalandhar, India","RT @aajtak: अरब सागर में दुनिया के चार शक्तिशाली लोकतांत्रिक देशों ने हलचल मचा दी 
#India #Japan #US #Australia #Video 
https://t.co/NlDYwb…",2020-11-17 18:15:30,
Harvind64792387,,"RT @aajtak: अरब सागर में दुनिया के चार शक्तिशाली लोकतांत्रिक देशों ने हलचल मचा दी 
#India #Japan #US #Australia #Video 
https://t.co/NlDYwb…",2020-11-17 18:15:19,
Rao1979Yogesh,India,"RT @ZeeNews: चीन को 'मालाबार मैसेज' पार्ट-2

#china #Malabar #YudhAbhyaas https://t.co/JsSlSQFlbi",2020-11-17 18:12:19,
shyamlee_r,India,"RT @aajtak: अरब सागर में मालाबार सैन्य अभ्यास का दूसरा चरण शुरु 
#Vishesh पूरा शो-https://t.co/X8Hzfuf59X
@chitraaum https://t.co/JZerNGjjal",2020-11-17 18:00:38,
DhanaramN,,"RT @aajtak: अरब सागर में मालाबार सैन्य अभ्यास का दूसरा चरण शुरु 
#Vishesh पूरा शो-https://t.co/X8Hzfuf59X
@chitraaum https://t.co/JZerNGjjal",2020-11-17 17:58:00,
ashish_ranu,"Bihar, India","RT @aajtak: अरब सागर में मालाबार सैन्य अभ्यास का दूसरा चरण शुरु 
#Vishesh पूरा शो-https://t.co/X8Hzfuf59X
@chitraaum https://t.co/JZerNGjjal",2020-11-17 17:57:28,
aajtak,India,"अरब सागर में मालाबार सैन्य अभ्यास का दूसरा चरण शुरु 
#Vishesh पूरा शो-https://t.co/X8Hzfuf59X
@chitraaum https://t.co/JZerNGjjal",2020-11-17 17:56:30,
