user,location,tweet,Date,Tweet Coordinates
BarbLarochelle,,There are American election bots that are attacking what must be the most damaging points against Trump. They searc… https://t.co/vB6abh1Fjn,2020-11-03 16:25:27,
KayteeT1,Warrington England,"@IWantCiderUK @josie88238954 @knopeless Do an internet search on New Zealand covid figures for October, pretty much… https://t.co/Kuak9H8PFR",2020-11-03 16:06:32,
HIJABIHOPE,,when their name trends everyone will know we're clearing searches and they'll get curious and search for the negative key words,2020-11-03 16:04:45,
ninjagirlsakura,,"REMINDER: This time next week remember to mute any words you can think of ,pause and clear yt search history so not… https://t.co/QL9sM90lrJ",2020-11-03 16:02:24,
kaustav94,Assam 🔁 Chennai,"When I die and y'all go through my search history, you'll be disappointed to find mostly just definitions for very… https://t.co/Spqudse21B",2020-11-03 16:02:08,
wordrefiner,"Oregon, USA","#RIP_Grizz After the search, Grizz would be tuckered out! He would need another #RedBull! He found the blog ""Homoph… https://t.co/A4i07UMi7F",2020-11-03 16:01:00,
NobodyIsMeName,,@Polarbear_0159 @TwitterSupport That's exactly what happened. Their search algorithm sucks. My account was suspende… https://t.co/h8yfeCGwwQ,2020-11-03 15:55:03,
itsbreezeabn,,@xMamadou_Nj @tariqnasheed Well I don’t remember all the words obviously but it was a couple Central African countr… https://t.co/LqLab64sb3,2020-11-03 15:54:29,
NovelistsCorner,"San Francisco, CA","Fiction Competition closing 15th November 2020: For short stories or nonfiction between 750 and 3,000 words, with a… https://t.co/ufHXj1KJpP",2020-11-03 15:32:31,
Visiture_Search,"Atlanta, GA","While a picture may be worth a thousand words, it is worth exponentially more dollars. For that reason, retailers m… https://t.co/tl4y1wsIob",2020-11-03 15:30:30,
Gamesfan34260,,Chinese I have a singular dictionary and all it seems to do is let me search for words in English or in Chinese onc… https://t.co/NvdT284HA2,2020-11-03 15:29:04,
sfaqihaniyo,in my own kdrama land,"@itscomeletops @donatpetak_ cenni eh aku tnya jah, she write hangul herself or she search for the words online haaa gitu😂",2020-11-03 15:27:22,
KTEAM_JAPAN,日本,"(For Smartphone and Tablet Users)

The above instructions are only for PC users.  Smartphone and tablet users shoul… https://t.co/UXYzkTO95t",2020-11-03 15:17:51,
Payt,"Warrington, England","Up to 22 articles now.

The latest one was 2500 words. Most are around 1000 or more words.

The site is 15 days old… https://t.co/JAcTRRkmql",2020-11-03 15:16:53,
OonaCollins,London,"Our brain is like google search engine.

It’s easy to get derailed by your negative thoughts which dominate your mi… https://t.co/nj6jiVno7M",2020-11-03 15:15:08,
imja___,,"@ethosdab I meant that * usually is used as an open ending, works in many search tools for example. So ""word*"" woul… https://t.co/EYg2GKt0lb",2020-11-03 15:15:07,
TimesIndy,,@FettigLyle Thanks for your kind words! We just implemented a search too! We've already got a running list of thing… https://t.co/fU38emADAV,2020-11-03 15:13:23,
ArigatoLove1,London ,"Please go away @ladygaga, Sleepy Joe is a rapist (allegedly), how you support this man is beyond words!
https://t.co/zKb8WpbPDY",2020-11-03 15:12:40,
zimmerlimuseum,"Rutgers - New Brunswick, NJ","Need a distraction today? We have 7300+ images for that! https://t.co/xnJsk0W9xr
Tell us your search words &amp; what y… https://t.co/MgC6Uf6Uck",2020-11-03 15:04:03,
MennaAhmed220,Egypt,"But I'm just a wanderer
In search of my lover 🎶♥️ 
Great performance! I'm in love with your beautiful and peaceful… https://t.co/b0lUPan3FR",2020-11-03 14:56:55,
KwikJraw,"Hudson Valley, NY","@KoreyDevine https://t.co/esRXlVVKt4

To support small businesses! And while youre browsing… https://t.co/aI54H2hkKl",2020-11-03 14:53:50,
ZealTrading,"New Jersey, USA",How do you search for something on twitter with also removing specific words from the search? I know someone said t… https://t.co/IjycrPh1Gh,2020-11-03 14:47:35,
garrettsussman,,"Yesterday, I was interviewing @lilyraynyc and we briefly touched on E-A-T for #LocalSEO.

In Google's Search Qualit… https://t.co/C8zrXNI4xl",2020-11-03 14:46:39,
littleBullfrogs,Lake Worth ISD,Sight word detectives on the search for words we know!! @EffieBullfrogs https://t.co/gRogbpz9Px,2020-11-03 14:42:32,
